gene_symbol	entrez_human	entrez_rat	entrez_mouse	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	Vaquerizas.et.al	ORFeome	Ravasi.et.al	TFCat	JASPAR	GOC	DBD	TcoF.DB	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5
ZNF155	7711	0	0	B4DM95,Q12901			zinc finger protein 155	PHZ-96	yes	7557990	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	7557990	9606	0	0	0	0	0	0	0	0	0	0
ZNF157	7712	360775	72154	P51786	D3ZFZ1	Q6PCM4	zinc finger protein 157	HZF22	yes	10441576	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	10441576	9606	0	0	0	0	0	0	0	0	0	0
ZNF165	7718	0	0	Q53Z40,P49910			zinc finger protein 165	CT53|LD65|ZSCAN7	yes	7490084	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	7490084	9606	0	0	0	0	0	0	0	0	0	0
ZNF177	7730	0	0	Q13360			zinc finger protein 177	PIGX	yes	11549323	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	11549323	9606	0	0	0	0	0	0	0	0	0	0
ZNF18	7566	303226	52712	P17022	Q642B9	Q810A1	zinc finger protein 18	HDSG1|KOX11|ZKSCAN6|ZNF535|ZFP535	yes	15702252	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	15702252	0	0	0	0	0	0	0	0	0	0	0
ZNF189	7743	313219	230162	O75820	D3ZRX1	Q8BKW8,Q8BKP2	zinc finger protein 189	-	yes	9653648	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	9653648	9606	0	0	0	0	0	0	0	0	0	0
ZNF19	7567	0	0	P17023			zinc finger protein 19	KOX12	yes	7557990	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	7557990	9606	0	0	0	0	0	0	0	0	0	0
ZNF205	7755	287095	22654	O95201	D3ZT76	P10754	zinc finger protein 205	RHITH|ZNF210|ZFP13	yes	9787081	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	9787081	9606	0	0	0	0	0	0	0	0	0	0
ZNF214	7761	0	0	Q9UL59			zinc finger protein 214	BAZ-1|BAZ1	yes	12970396	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	12970396	9606	0	0	0	0	0	0	0	0	0	0
ZNF215	7762	0	0	Q9UL58			zinc finger protein 215	BAZ-2|BAZ2|ZKSCAN11	yes	12970396	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	12970396	9606	0	0	0	0	0	0	0	0	0	0
ZNF230	7773	0	67150	Q9UIE0		Q99MB7	zinc finger protein 230	FDZF2	yes	12804569	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	12804569	10090	0	0	0	0	0	0	0	0	0	0
ZNF250	58500	362948	239546	P15622,B3KNS9	D3ZUX9	Q7TNU6	zinc finger protein 250	ZFP647|ZNF647	yes	20346131	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	20346131	9606	0	0	0	0	0	0	0	0	0	0
ZNF251	90987	366954	71591	Q9BRH9	H7C5Y4	Q6PCX8	zinc finger protein 251	-	yes	20346131	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	20346131	9606	0	0	0	0	0	0	0	0	0	0
ZNF252P	286101	0	0				zinc finger protein 252, pseudogene	ZNF252	yes	20346131	Author statement	AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	20346131	9606	0	0	0	0	0	0	0	0	0	0
ZNF268	10795	0	0	F5H1T2,F5H670,K7EQP6,Q8TDG8,K7EQD8,Q2TB61,Q14587,F5H7L3			zinc finger protein 268	HZF3	yes	11311945	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	11311945	9606	0	0	0	0	0	0	0	0	0	0
ZNF284	342909	0	0	Q2VY69			zinc finger protein 284	ZNF284L	yes	16817023	Author statement	AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	16817023	9606	0	0	0	0	0	0	0	0	0	0
ZNF302	55900	0	0	Q9NR11			zinc finger protein 302	HSD16|MST154|MSTP154|ZNF135L|ZNF140L|ZNF327	yes	21869994	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	21869994	0	0	0	0	0	0	0	0	0	0	0
ZNF304	57343	0	0	Q2T9G7,Q9HCX3			zinc finger protein 304	-	yes	12051768	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	12051768	9606	0	0	0	0	0	0	0	0	0	0
ZNF317	57693	500950	244713	Q96PQ6		Q0P5V5,Q8BLF0,Q8C0Q5	zinc finger protein 317	-	yes	11688974	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	11688974	9606	0	0	0	0	0	0	0	0	0	0
ZNF34	80778	0	0	Q8IZ26,B3KU46			zinc finger protein 34	KOX32	yes	20346131	Author statement	AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	20346131	9606	0	0	0	0	0	0	0	0	0	0
ZNF37A	7587	0	0	P17032			zinc finger protein 37A	KOX21|ZNF37	yes	8464732	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	8464732	9606	0	0	0	0	0	0	0	0	0	0
ZNF41	7592	315081	22701	P51814		Q02526	zinc finger protein 41	MRX89	yes	20691945	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	20691945	0	0	0	0	0	0	0	0	0	0	0
ZNF43	7594	0	22704	P17038		A2AW50,Q8BPP0	zinc finger protein 43	HTF6|KOX27|ZNF39L1	yes	12537770	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	12537770	0	0	0	0	0	0	0	0	0	0	0
ZNF45	7596	365590	0	Q02386	Q3B725		zinc finger protein 45	KOX5|ZNF13	yes	9570955	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	9570955	9606	0	0	0	0	0	0	0	0	0	0
ZNF468	90333	0	0	Q5VIY5			zinc finger protein 468	-	yes	16144304	Author statement	AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	16144304	9606	0	0	0	0	0	0	0	0	0	0
ZNF470	388566	0	0	Q6ECI4			zinc finger protein 470	CZF-1	yes	15302581	Author statement	AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	15302581	9606	0	0	0	0	0	0	0	0	0	0
ZNF512B	57473	311721	269401	Q96KM6	D3ZJ29	Q6ZPW1,B7ZCR6	zinc finger protein 512B	GM632	yes	21665992	Author statement	AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	21665992	9606	0	0	0	0	0	0	0	0	0	0
ZNF517	340385	0	0	Q6ZMY9,A0AV05			zinc finger protein 517	-	yes	20346131	Author statement	AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	20346131	9606	0	0	0	0	0	0	0	0	0	0
ZNF580	51157	308336	68992	Q9UK33	D4A235	Q9DB38	zinc finger protein 580	-	yes	21830064	Author statement	AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	21830064	9606	0	0	0	0	0	0	0	0	0	0
ZNF592	9640	293038	233410	Q92610	D3ZJG8	Q52KI9,Q8BHZ4,Q8BG03	zinc finger protein 592	CAMOS|SCAR5	yes	21620140	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	21620140	9606	0	0	0	0	0	0	0	0	0	0
ZNF687	57592	310660	78266	Q8N1G0		Q9D2D7	zinc finger protein 687	-	yes	21620140	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	21620140	9606	0	0	0	0	0	0	0	0	0	0
ZNF69	7620	0	381549	Q9UC07		A2A761,Q6NZQ1	zinc finger protein 69	COS5	yes	19578398	Author statement	AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	TcoF-DB	19578398	10090	0	0	0	0	0	0	0	0	0	0
ZNF7	7553	315101	223669	P17097	D3ZBV5	Q3TFZ4	zinc finger protein 7	HF.16|KOX4|ZF30	yes	20346131	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	20346131	9606	0	0	0	0	0	0	0	0	0	0
ZNF705D	728957	0	0	P0CH99			zinc finger protein 705D	ZNF705C	yes	20081217	Author statement	AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	20081217	9606	0	0	0	0	0	0	0	0	0	0
ZNF84	7637	308482	74352	P51523	D3ZD53	Q9D654,Q3ULL7	zinc finger protein 84	HPF2	yes	19128516	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	19128516	9606	0	0	0	0	0	0	0	0	0	0
ZNF92	168374	0	22754	Q03936		Q62396	zinc finger protein 92	HPF12|HTF12|TF12	yes	2023909	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	2023909	9606	0	0	0	0	0	0	0	0	0	0
ZNF93	81931	296399	22755	Q6NS90,P35789	D3ZGA9	Q61116	zinc finger protein 93	HPF34|HTF34|TF34|ZNF505	yes	2023909	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	2023909	9606	0	0	0	0	0	0	0	0	0	0
ZNF98	148198	0	0	A6NK75			zinc finger protein 98	F7175|ZNF739	yes	20081217	Author statement	AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	20081217	9606	0	0	0	0	0	0	0	0	0	0
ZSCAN12	9753	266716	22758			Q6ZQB8,Q8C6D3,Q9Z1D7	zinc finger and SCAN domain containing 12	ZFP96|ZNF29K1|ZNF305|ZNF96|DJ29K1.2	yes	16426687	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	0	16426687	9606	0	0	0	0	0	0	0	0	0	0
ZNF323	64288	0	0	Q6P178,Q96QL1,Q96LW9			zinc finger and SCAN domain containing 31	ZNF20-LP|ZNF310P|DJ874C20.2	yes	12147252	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	0	12147252	9606	0	0	0	0	0	0	0	0	0	0
ZSCAN4	201516	0	245109	Q8NAM6		Q80VJ6	zinc finger and SCAN domain containing 4	ZNF494	yes	17553482	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	17553482	0	0	0	0	0	0	0	0	0	0	0
ZNF193	7746	0	0	O15535			zinc finger and SCAN domain containing 9	PRD51|ZSCAN9	yes	20499178	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	20499178	9606	0	0	0	0	0	0	0	0	0	0
TSHZ3	57616	308523	243931	Q63HK5	D3ZKB9	Q8CGV9	teashirt zinc finger homeobox 3	TSH3|ZNF537	yes	19745106	Author statement	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	19745106	10090	0	0	0	0	0	0	0	0	0	0
ZNF202	7753	500981	80902	O95125	D4A7G1	Q8C879	zinc finger protein 202	ZKSCAN10	yes	10748193, 19875103, 11279031	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	19875103	9606	11279031	9606	10748193	9606	0	0	0	0	0	0
ZBTB7B	51043	295248	22724	O15156		Q5BJ24,Q64321	zinc finger and BTB domain containing 7B	THPOK|ZBTB15|ZFP-67|ZFP67|ZNF857B|C-KROX|HCKROX	yes	7937772, 17296789	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	0	TcoF-DB	17296789	10090	7937772	10090	0	0	0	0	0	0	0	0
FOXD4	2298	252886	14237	Q12950		Q60688	forkhead box D4	FKHL9|FOXD4A|FREAC-5|FREAC5	yes	7957066, 17889656	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	17889656	generic	7957066	9606	0	0	0	0	0	0	0	0
FOXB1	27023	367106	64290	Q99853	Q5FVH9	Q64732	forkhead box B1	FKH5|HFKH-5	yes	10662642, 12297093	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	12297093	10090	10662642	10090	0	0	0	0	0	0	0	0
ZSCAN26	7741	266792	432731	B3KTR1,Q16670	D3ZFY2	F8WJ31	zinc finger and SCAN domain containing 26	SRE-ZBP|ZNF187	yes	1569959	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	0	0	1569959	9606	0	0	0	0	0	0	0	0	0	0
CEBPA	1050	24252	12606	P49715	P05554	P53566	CCAAT/enhancer binding protein (C/EBP), alpha	C/EBP-ALPHA|CEBP	yes	2227417, 8632009	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	0	TcoF-DB	8632009	10116	2227417	10116	0	0	0	0	0	0	0	0
E2F6	1876	313978	50496	O75461	Q80ZB0	Q8VHT4,O54917	E2F transcription factor 6	E2F-6	yes	15574595, 15936277	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	15936277	9606	15574595	9606	0	0	0	0	0	0	0	0
POU3F1	5453	192110	18991	Q03052	P20267	Q3UTH6,P21952	POU class 3 homeobox 1	OCT6|OTF6|SCIP	yes	1705013, 1979677	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	1979677	10090	1705013	10116	0	0	0	0	0	0	0	0
HOXB9	3219	287647	15417	B3KPJ1,P17482	D3ZW24	P20615	homeobox B9	HOX-2.5|HOX2|HOX2E	yes	9079637, 11432851	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	11432851	10090	9079637	10090	0	0	0	0	0	0	0	0
SRY	6736	25221	21674	A7WPU8,Q05066	Q9ERV8	Q05738,Q53WV7	sex determining region Y	SRXX1|SRXY1|TDF|TDY	yes	7813448, 8190643	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	0	0	TcoF-DB	8190643	9606	7813448	9606	0	0	0	0	0	0	0	0
KLF4	9314	114505	16600	O43474	Q923V7	F2YID5,Q60793	Kruppel-like factor 4 (gut)	EZF|GKLF	yes	9443972, 9553140, 10556311	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	GOC	DBD	TcoF-DB	10556311	10090	9553140	9606	9443972	generic	0	0	0	0	0	0
MTF1	4520	362591	17764	Q14872	D3ZBT4	Q8BSY2,Q07243	metal-regulatory transcription factor 1	MTF-1|ZRF	yes	7610056, 16221973	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	16221973	10090	7610056	10099606	0	0	0	0	0	0	0	0
ZNF143	7702	361627	20841	P52747	Q5XIU2	O70230	zinc finger protein 143	SBF|STAF|PHZ-1	yes	10893243, 18687992	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	0	DBD	TcoF-DB	18687992	10090	10893243	9606	0	0	0	0	0	0	0	0
CDX2	1045	66019	12591	Q99626	Q9ESV7	P43241,Q543L9	caudal type homeobox 2	CDX-3|CDX3	yes	7935448	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	7935448	10090	0	0	0	0	0	0	0	0	0	0
LHX2	9355	296706	16870	B3KNJ5,P50458	D4A380	Q9Z0S2,Q543C6	LIM homeobox 2	LH2|HLHX2	yes	7513049	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	7513049	10090	0	0	0	0	0	0	0	0	0	0
SATB1	6304	316164	20230	Q01826	Q5U2Y2	Q60611	SATB homeobox 1	-	yes	19933152	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	19933152	10090	0	0	0	0	0	0	0	0	0	0
SHOX2	6474	25546	20429	O60902	O35750	P70390	short stature homeobox 2	OG12|OG12X|SHOT	yes	20858598	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	20858598	10090	0	0	0	0	0	0	0	0	0	0
PAX3	5077	114502	18505	P23760		Q3UGH9,Q3TZM4,P24610,Q8BRF1	paired box 3	CDHS|HUP2|WS1|WS3	yes	12668617, 15688035	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	15688035	9606	12668617	9606	0	0	0	0	0	0	0	0
BHLHE22	27319	365748	59058	Q8NFJ8,B4DF88		Q8C6A8	basic helix-loop-helix family, member e22	BHLHB5|BETA3|CAGL85|TNRC20	yes	22284184	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	GOC	DBD	TcoF-DB	22284184	10090	0	0	0	0	0	0	0	0	0	0
SATB2	23314	501145	212712	Q9UPW6,Q59FT3,B3KPQ9	D3ZJ19	Q546B3,Q8VI24	SATB homeobox 2	-	yes	19933152	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	19933152	10090	0	0	0	0	0	0	0	0	0	0
ST18	9705	266680	240690	O60284	Q9QX27	Q80TY4,Q148A0	suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein)	ZNF387	yes	18676404	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	18676404	9606	0	0	0	0	0	0	0	0	0	0
GFI1B	8328	311832	14582	Q5VTD9	B0BN50	B7ZNH2,O70237	growth factor independent 1B transcription repressor	-	yes	8754800, 22201127	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	22201127	10090	8754800	10090	0	0	0	0	0	0	0	0
RFX5	5993	310659	53970	P48382	D3ZHD7	Q0P5W9,Q9JL61	regulatory factor X, 5 (influences HLA class II expression)	-	yes	9806546, 12697811, 9177217	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	12697811	9606	9806546	9606	9177217	9606	0	0	0	0	0	0
ZFP161	7541	282825	22666	B2R850,O43829	Q8CGQ6	Q544H8,Q08376	zinc finger and BTB domain containing 14	ZBTB14|ZF5|ZFP-161|ZFP-5|ZNF478	yes	8367294, 10049742, 14706637	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	14706637	10116	10049742	10090	8367294	10090	0	0	0	0	0	0
FOSB	2354	100360880	14282	P53539,A8VJE1,E9PHJ3	D3ZLB7	A2RSD4,P13346	FBJ murine osteosarcoma viral oncogene homolog B	AP-1|G0S3|GOS3|GOSB	yes	2498083, 14515349, 16699069	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	16699069	10090;10116	14515349	10090	2498083	9606	0	0	0	0	0	0
SOX5	6660	140587	20678	B7Z8V0,P35711,F5H5B0		B2KFM4,Q2TBA9,P35710,B2KFM9,Q8C4K8	SRY (sex determining region Y)-box 5	L-SOX5	yes	1396566, 8078769, 9755172	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	0	0	TcoF-DB	9755172	10090	8078769	10090	1396566	10090	0	0	0	0	0	0
PAX2	5076	293992	18504	Q02962	D4ACZ2	P32114	paired box 2	PAPRS	yes	11731455, 12756174, 12756174, 14561758	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	0	DBD	TcoF-DB	14561758	10090	12756174	10090	12756174	10090	11731455	10090	0	0	0	0
PAX9	5083	362741	18511	Q2L4T1,P55771	Q2L4T2	P47242,Q3V1K1	paired box 9	STHAG3	yes	12490554, 12490554, 14607846, 14607846	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	14607846	9606	14607846	9606	12490554	10090	12490554	10090	0	0	0	0
ZNF76	7629	361809	224656	P36508	B4F7E9	Q8BMU0	zinc finger protein 76	D6S229E|ZNF523|ZFP523	yes	10893243, 16337145, 15280359, 11960979	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	16337145	9606	15280359	9606	11960979	9606	10893243	9606	0	0	0	0
ATF3	467	25389	11910	Q5VTZ2,P18847	P29596	Q4FJW1,Q60765	activating transcription factor 3	-	yes	2516827, 11916968, 12815047	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	12815047	10090	11916968	9606;10090	2516827	9606	0	0	0	0	0	0
CREM	1390	25620	12916	A8MPQ2,E9PHM1,C9J785,Q5W1A7,E9PAR4,Q03060,C9JZ10	Q03061,F1LNP3	Q3TTH6,Q99JF1,Q9D599,Q9CQ87,P27699,Q78Z98,E9PV35	cAMP responsive element modulator	CREM-2|ICER|HCREM-2	yes	1847666, 8458330	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	8458330	10090	1847666	10090	0	0	0	0	0	0	0	0
DMRT2	10655	309430	226049	Q9Y5R5,Q5HYK2,Q05C20	D4A098	Q8BG36	doublesex and mab-3 related transcription factor 2	-	yes	20368965, 20368965	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	20368965	10090	20368965	10090	0	0	0	0	0	0	0	0
E2F7	144455	314818	52679	Q96AV8		Q6S7F2,Q8BQ55	E2F transcription factor 7	-	yes	12893818, 14633988	Experimental	AnimalTFDB	Vaquerizas et al	0	0	TFCat	0	GOC	DBD	0	14633988	9606	12893818	10090	0	0	0	0	0	0	0	0
EHF	26298	295965	13661	E9PSB2,Q9NZC4	B2RYD8	A2BIB4,O70273	ets homologous factor	ESE3|ESE3B|ESEJ	yes	10644770, 17027647	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	17027647	9606	10644770	9606	0	0	0	0	0	0	0	0
FOXK1	221937	304298	17425	P85037	D3ZU55	P42128	forkhead box K1	FOXK1L	yes	8007964, 9271401	Experimental	AnimalTFDB	Vaquerizas et al	0	0	TFCat	0	GOC	DBD	0	9271401	9606;10090	8007964	9606;10090	0	0	0	0	0	0	0	0
GLI1	2735	140589	14632	F5H6H8,B4DNF7,P08151	G3V6X8	P47806	GLI family zinc finger 1	GLI	yes	10559945, 11719506	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	11719506	9606	10559945	9606	0	0	0	0	0	0	0	0
GMEB2	26205	83635	229004	Q9UKD1	O88873	A2AS06,P58929	glucocorticoid modulatory element binding protein 2	P79PIF|PIF79	yes	10894151, 14705952	Experimental	AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	14705952	10116	10894151	10116;Unknown	0	0	0	0	0	0	0	0
GSC	145258	317715	14836	P56915	G3V7E7	Q02591	goosecoid homeobox	-	yes	9417125, 10542273	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	10542273	10090	9417125	9606;10090	0	0	0	0	0	0	0	0
HHEX	3087	79237	15242	Q03014	Q9WV22	P43120	hematopoietically expressed homeobox	HEX|HMPH|HOX11L-PEN|PRH|PRHX	yes	10871399, 18755198	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	GOC	DBD	TcoF-DB	18755198	9606	10871399	9606	0	0	0	0	0	0	0	0
MLX	6945	360631	21428	Q9UH92	A2VCV8	A2BFB0,Q3UQB4,A2BFB2,O08609,A2BFB1	MLX, MAX dimerization protein	MAD7|MXD7|TCFL4|BHLHD13	yes	10918583, 14742444	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	14742444	10116	10918583	9606	0	0	0	0	0	0	0	0
NEUROD2	4761	54276	18013	Q15784	Q63689	Q3TYB2,Q62414	neuronal differentiation 2	NDRF|BHLHA1	yes	8816493, 10098882	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	10098882	10090	8816493	9606	0	0	0	0	0	0	0	0
NFE2L3	9603	312331	18025	Q9Y4A8	D4A7S7	Q3UZC1,Q9WTM4	nuclear factor (erythroid-derived 2)-like 3	NRF3	yes	10037736, 15385560	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	15385560	10090	10037736	10090	0	0	0	0	0	0	0	0
NKX2-5	1482	114109	18091	E9PBU6,P52952	O35767	Q3UQU2,P42582	NK2 homeobox 5	CHNG5|CSX|CSX1|HLHS2|NKX2.5|NKX2E|NKX4-1|VSD3	yes	9584181, 10318839	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	JASPAR	0	DBD	TcoF-DB	10318839	9606;10090	9584181	10090;10116	0	0	0	0	0	0	0	0
NOBOX	135935	502759	18291	O60393	D3ZXL8	Q8VIH1	NOBOX oogenesis homeobox	OG-2|OG2|OG2X|POF5|TCAG_12042	yes	16997917, 16997917	Experimental	AnimalTFDB	Vaquerizas et al	0	0	TFCat	JASPAR	0	DBD	TcoF-DB	16997917	10090	16997917	9606	0	0	0	0	0	0	0	0
PAX1	5075	311505	18503	P15863		P09084	paired box 1	HUP48	yes	12490554, 12490554	Experimental	AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	12490554	10090	12490554	10090	0	0	0	0	0	0	0	0
